Reporting_Economy,ProductSector,Partner_Economy,2016,2017,2018,2019,2020,2021,2022
Tanzania,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,56,4,8,3,
Tanzania,SI3_AGG - MAMT - Machinery and transport equipment,World,53,37,797,131,86,92,
Tanzania,SI3_AGG - MAMTOF - Office and telecom equipment,World,10,3,96,5,5,5,
Tanzania,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2,1,28,2,2,2,
Tanzania,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8,1,63,2,2,1,
Tanzania,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,5,1,1,2,
Tanzania,SI3_AGG - MAMTTE - Transport equipment,World,18,12,178,66,43,44,
Tanzania,SI3_AGG - MAMTAU - Automotive products,World,6,5,111,42,27,35,
Tanzania,SI3_AGG - MATE - Textiles,World,82,120,19,103,85,115,
Tanzania,SI3_AGG - MACL - Clothing,World,48,60,4,31,15,20,
Thailand,SI3_AGG - TO - Total merchandise,World,215388,236635,252957,246269,231634,272006,287068
Thailand,SI3_AGG - AG - Agricultural products,World,37294,43748,44224,42982,41760,47389,
Thailand,SI3_AGG - AGFO - Food,World,28986,32117,34024,33983,33362,36278,
Thailand,SI3_AGG - MI - Fuels and mining products,World,8887,11772,14728,12235,10487,16477,
Thailand,SI3_AGG - MIFU - Fuels,World,6269,8263,10658,8491,6185,9633,
Thailand,SI3_AGG - MA - Manufactures,World,161853,175260,189025,168590,164406,198895,
Thailand,SI3_AGG - MAIS - Iron and steel,World,1357,1828,2129,1601,1398,2366,
Thailand,SI3_AGG - MACH - Chemicals,World,19775,22030,26538,24180,21496,28417,
Thailand,SI3_AGG - MACHPH - Pharmaceuticals,World,527,579,637,675,631,652,
Thailand,SI3_AGG - MAMT - Machinery and transport equipment,World,97565,105827,111617,96235,98723,118060,
Thailand,SI3_AGG - MAMTOF - Office and telecom equipment,World,33641,38468,39664,33858,37316,42777,
Thailand,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,16781,19479,20478,17634,19433,22191,
Thailand,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7467,7569,7869,6505,7238,8432,
Thailand,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,9392,11420,11316,9718,10645,12155,
Thailand,SI3_AGG - MAMTTE - Transport equipment,World,34433,36551,39205,33321,30637,38565,
Thailand,SI3_AGG - MAMTAU - Automotive products,World,28042,28836,30900,26324,22348,30715,
Thailand,SI3_AGG - MATE - Textiles,World,3407,3592,3727,3558,2988,3310,
Thailand,SI3_AGG - MACL - Clothing,World,3513,3567,3830,3885,4628,5441,
Timor-Leste,SI3_AGG - TO - Total merchandise,World,20,23,45,154,264,616,357
Timor-Leste,SI3_AGG - AG - Agricultural products,World,,21,,26,17,21,
Timor-Leste,SI3_AGG - AGFO - Food,World,,15,,25,17,20,
Timor-Leste,SI3_AGG - MI - Fuels and mining products,World,,1,,121,237,566,
Timor-Leste,SI3_AGG - MIFU - Fuels,World,,0,,118,234,427,
Timor-Leste,SI3_AGG - MA - Manufactures,World,,2,,6,3,8,
Timor-Leste,SI3_AGG - MAIS - Iron and steel,World,,0,,0,0,0,
Timor-Leste,SI3_AGG - MACH - Chemicals,World,,0,,0,0,1,
Timor-Leste,SI3_AGG - MACHPH - Pharmaceuticals,World,,0,,0,0,0,
Timor-Leste,SI3_AGG - MAMT - Machinery and transport equipment,World,,1,,5,2,6,
Timor-Leste,SI3_AGG - MAMTOF - Office and telecom equipment,World,,0,,1,0,2,
Timor-Leste,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,0,,0,0,0,
Timor-Leste,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,0,,0,0,1,
Timor-Leste,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,,0,0,1,
Timor-Leste,SI3_AGG - MAMTTE - Transport equipment,World,,1,,2,0,1,
Timor-Leste,SI3_AGG - MAMTAU - Automotive products,World,,0,,1,0,0,
Timor-Leste,SI3_AGG - MATE - Textiles,World,,0,,0,0,0,
Timor-Leste,SI3_AGG - MACL - Clothing,World,,0,,0,0,0,
Togo,SI3_AGG - TO - Total merchandise,World,1036,1016,1080,1055,1207,1350,1471
Togo,SI3_AGG - AG - Agricultural products,World,212,253,259,289,313,328,
Togo,SI3_AGG - AGFO - Food,World,156,171,161,182,241,254,
Togo,SI3_AGG - MI - Fuels and mining products,World,127,147,261,241,154,211,
Togo,SI3_AGG - MIFU - Fuels,World,43,72,169,173,60,73,
Togo,SI3_AGG - MA - Manufactures,World,439,432,485,481,507,540,
Togo,SI3_AGG - MAIS - Iron and steel,World,20,16,22,16,13,18,
Togo,SI3_AGG - MACH - Chemicals,World,92,78,90,101,113,100,
Togo,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,1,2,4,3,
Togo,SI3_AGG - MAMT - Machinery and transport equipment,World,103,81,89,89,100,126,
Togo,SI3_AGG - MAMTOF - Office and telecom equipment,World,3,1,1,1,1,1,
Togo,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0,
Togo,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,3,1,0,1,0,0,
Togo,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Togo,SI3_AGG - MAMTTE - Transport equipment,World,68,62,75,71,87,108,
Togo,SI3_AGG - MAMTAU - Automotive products,World,17,13,11,17,7,9,
Togo,SI3_AGG - MATE - Textiles,World,44,45,39,35,28,33,
Togo,SI3_AGG - MACL - Clothing,World,1,1,2,4,1,2,
Tokelau,SI3_AGG - TO - Total merchandise,World,0,0,0,0,0,0,0
Tonga,SI3_AGG - TO - Total merchandise,World,21,19,13,20,15,16,16
Tonga,SI3_AGG - AG - Agricultural products,World,18,15,10,15,12,11,
Tonga,SI3_AGG - AGFO - Food,World,17,14,9,13,10,9,
Tonga,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,1,3,
Tonga,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,3,
Tonga,SI3_AGG - MA - Manufactures,World,2,2,3,3,2,1,
Tonga,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0,
Tonga,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0,
Tonga,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0,
Tonga,SI3_AGG - MAMT - Machinery and transport equipment,World,2,1,2,1,1,1,
Tonga,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0,
Tonga,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0,
Tonga,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0,
Tonga,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Tonga,SI3_AGG - MAMTTE - Transport equipment,World,0,0,1,0,0,0,
Tonga,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0,
Tonga,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0,
Tonga,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0,
Trinidad and Tobago,SI3_AGG - TO - Total merchandise,World,7633,8741,10532,7192,5519,8619,12312
Trinidad and Tobago,SI3_AGG - AG - Agricultural products,World,391,375,395,423,396,432,
Trinidad and Tobago,SI3_AGG - AGFO - Food,World,388,373,392,421,394,430,
Trinidad and Tobago,SI3_AGG - MI - Fuels and mining products,World,2785,4160,5049,3036,2046,2418,
Trinidad and Tobago,SI3_AGG - MIFU - Fuels,World,2536,4124,4990,2960,1920,2349,
Trinidad and Tobago,SI3_AGG - MA - Manufactures,World,4429,4200,5071,3678,3028,5713,
Trinidad and Tobago,SI3_AGG - MAIS - Iron and steel,World,276,701,613,627,460,836,
Trinidad and Tobago,SI3_AGG - MACH - Chemicals,World,3221,2702,2989,2441,1954,4152,
Trinidad and Tobago,SI3_AGG - MACHPH - Pharmaceuticals,World,2,2,2,3,4,3,
Trinidad and Tobago,SI3_AGG - MAMT - Machinery and transport equipment,World,677,561,1238,354,376,475,
Trinidad and Tobago,SI3_AGG - MAMTOF - Office and telecom equipment,World,7,9,9,7,8,5,
Trinidad and Tobago,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,2,2,2,2,2,
Trinidad and Tobago,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,6,6,6,5,6,3,
Trinidad and Tobago,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,1,
Trinidad and Tobago,SI3_AGG - MAMTTE - Transport equipment,World,495,379,1065,112,147,323,
Trinidad and Tobago,SI3_AGG - MAMTAU - Automotive products,World,5,4,4,6,4,6,
Trinidad and Tobago,SI3_AGG - MATE - Textiles,World,8,6,7,6,5,5,
Trinidad and Tobago,SI3_AGG - MACL - Clothing,World,4,3,4,4,2,3,
Tunisia,SI3_AGG - TO - Total merchandise,World,13572,14204,15535,14933,13799,16689,18561
Tunisia,SI3_AGG - AG - Agricultural products,World,1498,1580,2099,1649,2148,1871,
Tunisia,SI3_AGG - AGFO - Food,World,1401,1501,2028,1592,2111,1806,
Tunisia,SI3_AGG - MI - Fuels and mining products,World,987,1105,1168,1087,631,1433,
Tunisia,SI3_AGG - MIFU - Fuels,World,766,846,883,825,371,1094,
Tunisia,SI3_AGG - MA - Manufactures,World,11086,11514,12254,12196,10864,13384,
Tunisia,SI3_AGG - MAIS - Iron and steel,World,61,64,115,158,156,332,
Tunisia,SI3_AGG - MACH - Chemicals,World,1100,1039,1051,1113,941,1391,
Tunisia,SI3_AGG - MACHPH - Pharmaceuticals,World,47,53,73,76,77,100,
Tunisia,SI3_AGG - MAMT - Machinery and transport equipment,World,5191,5467,5548,5581,4958,5931,
Tunisia,SI3_AGG - MAMTOF - Office and telecom equipment,World,809,799,679,675,565,752,
Tunisia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,46,40,34,22,15,25,
Tunisia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,659,643,459,458,413,485,
Tunisia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,104,117,186,194,137,242,
Tunisia,SI3_AGG - MAMTTE - Transport equipment,World,1006,1075,1189,1232,977,1084,
Tunisia,SI3_AGG - MAMTAU - Automotive products,World,475,507,544,508,423,448,
Tunisia,SI3_AGG - MATE - Textiles,World,354,342,346,353,447,463,
Tunisia,SI3_AGG - MACL - Clothing,World,2163,2252,2455,2271,1946,2263,
Türkiye,SI3_AGG - TO - Total merchandise,World,149247,164495,177169,180833,169638,225214,254172
Türkiye,SI3_AGG - AG - Agricultural products,World,18511,19102,19872,20284,21253,25953,
Türkiye,SI3_AGG - AGFO - Food,World,17749,18390,18994,19394,20366,24582,
Türkiye,SI3_AGG - MI - Fuels and mining products,World,8337,10977,12741,14854,11409,19472,
Türkiye,SI3_AGG - MIFU - Fuels,World,3190,4530,5532,8127,4568,8310,
Türkiye,SI3_AGG - MA - Manufactures,World,112207,125567,139429,140945,131700,172976,
Türkiye,SI3_AGG - MAIS - Iron and steel,World,7253,9539,13159,11506,10114,18942,
Türkiye,SI3_AGG - MACH - Chemicals,World,8573,9276,10947,11665,12707,16340,
Türkiye,SI3_AGG - MACHPH - Pharmaceuticals,World,976,1033,1335,1458,1853,1924,
Türkiye,SI3_AGG - MAMT - Machinery and transport equipment,World,43868,51267,55762,55957,49872,60707,
Türkiye,SI3_AGG - MAMTOF - Office and telecom equipment,World,2216,2215,2215,2109,1727,2027,
Türkiye,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,274,310,283,281,228,257,
Türkiye,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1801,1798,1759,1611,1291,1560,
Türkiye,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,141,107,173,218,208,211,
Türkiye,SI3_AGG - MAMTTE - Transport equipment,World,24448,30275,32123,31276,26344,30675,
Türkiye,SI3_AGG - MAMTAU - Automotive products,World,20196,24614,27162,26205,21578,24122,
Türkiye,SI3_AGG - MATE - Textiles,World,11155,11648,11881,11777,11697,15165,
Türkiye,SI3_AGG - MACL - Clothing,World,15504,15656,16229,16381,15351,18730,
Turkmenistan,SI3_AGG - TO - Total merchandise,World,6964,7458,9760,10545,6544,9349,11703
Turks and Caicos Islands,SI3_AGG - TO - Total merchandise,World,4,4,4,3,3,4,5
Tuvalu,SI3_AGG - TO - Total merchandise,World,0,0,0,0,0,0,0
Uganda,SI3_AGG - TO - Total merchandise,World,2482,2901,3087,3564,4149,4179,3973
Uganda,SI3_AGG - AG - Agricultural products,World,1301,1766,1828,1611,1658,2059,
Uganda,SI3_AGG - AGFO - Food,World,1209,1648,1714,1489,1557,1979,
Uganda,SI3_AGG - MI - Fuels and mining products,World,39,198,178,187,109,126,
Uganda,SI3_AGG - MIFU - Fuels,World,29,187,167,177,99,106,
Uganda,SI3_AGG - MA - Manufactures,World,609,520,564,505,560,598,
Uganda,SI3_AGG - MAIS - Iron and steel,World,84,85,107,84,88,100,
Uganda,SI3_AGG - MACH - Chemicals,World,108,95,111,98,134,113,
Uganda,SI3_AGG - MACHPH - Pharmaceuticals,World,26,15,23,14,28,16,
Uganda,SI3_AGG - MAMT - Machinery and transport equipment,World,171,122,98,95,87,139,
Uganda,SI3_AGG - MAMTOF - Office and telecom equipment,World,26,11,13,10,6,12,
Uganda,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,19,3,4,6,4,7,
Uganda,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,6,6,5,4,2,5,
Uganda,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,4,0,0,0,
Uganda,SI3_AGG - MAMTTE - Transport equipment,World,89,81,56,58,58,49,
Uganda,SI3_AGG - MAMTAU - Automotive products,World,38,29,32,40,34,34,
Uganda,SI3_AGG - MATE - Textiles,World,13,14,15,17,20,14,
Uganda,SI3_AGG - MACL - Clothing,World,4,5,5,5,5,5,
Ukraine,SI3_AGG - TO - Total merchandise,World,36360,43265,47336,50054,49192,68073,45830
Ukraine,SI3_AGG - AG - Agricultural products,World,15983,18460,19478,22891,22931,27593,
Ukraine,SI3_AGG - AGFO - Food,World,15218,17704,18520,22020,22089,26558,
Ukraine,SI3_AGG - MI - Fuels and mining products,World,3345,4880,5303,5644,6014,9515,
Ukraine,SI3_AGG - MIFU - Fuels,World,446,790,861,863,556,743,
Ukraine,SI3_AGG - MA - Manufactures,World,16814,19682,22362,21274,20094,28459,
Ukraine,SI3_AGG - MAIS - Iron and steel,World,7631,9139,10596,9418,8224,13682,
Ukraine,SI3_AGG - MACH - Chemicals,World,1373,1493,1729,1820,1934,2815,
Ukraine,SI3_AGG - MACHPH - Pharmaceuticals,World,188,196,219,251,269,302,
Ukraine,SI3_AGG - MAMT - Machinery and transport equipment,World,4175,4818,5307,5330,5297,5971,
Ukraine,SI3_AGG - MAMTOF - Office and telecom equipment,World,418,456,507,414,374,441,
Ukraine,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,47,50,45,44,206,110,
Ukraine,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,322,354,402,330,130,288,
Ukraine,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,48,52,60,40,37,43,
Ukraine,SI3_AGG - MAMTTE - Transport equipment,World,609,632,726,933,822,752,
Ukraine,SI3_AGG - MAMTAU - Automotive products,World,137,115,132,129,127,164,
Ukraine,SI3_AGG - MATE - Textiles,World,204,248,291,310,315,368,
Ukraine,SI3_AGG - MACL - Clothing,World,483,521,563,539,465,494,
United Arab Emirates,SI3_AGG - TO - Total merchandise,World,295031,313603,387964,389428,335297,425160,598509
United Arab Emirates,SI3_AGG - AG - Agricultural products,World,7034,7165,13044,14009,13964,15746,
United Arab Emirates,SI3_AGG - AGFO - Food,World,6746,6680,12417,13372,13399,15012,
United Arab Emirates,SI3_AGG - MI - Fuels and mining products,World,55423,72285,132631,223881,181802,233014,
United Arab Emirates,SI3_AGG - MIFU - Fuels,World,47536,63086,121574,213021,173330,217285,
United Arab Emirates,SI3_AGG - MA - Manufactures,World,71777,113692,129433,132349,110189,142567,
United Arab Emirates,SI3_AGG - MAIS - Iron and steel,World,1715,1693,2786,3007,3233,4605,
United Arab Emirates,SI3_AGG - MACH - Chemicals,World,7542,9655,12586,13668,14796,19041,
United Arab Emirates,SI3_AGG - MACHPH - Pharmaceuticals,World,409,871,1372,1159,1572,2351,
United Arab Emirates,SI3_AGG - MAMT - Machinery and transport equipment,World,24837,54561,62908,64857,57626,67567,
United Arab Emirates,SI3_AGG - MAMTOF - Office and telecom equipment,World,6207,23214,27830,30967,30808,36402,
United Arab Emirates,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1446,4700,7019,7447,8165,8898,
United Arab Emirates,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4657,18111,20102,22802,21970,26658,
United Arab Emirates,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,104,404,709,718,674,846,
United Arab Emirates,SI3_AGG - MAMTTE - Transport equipment,World,12266,18935,20408,18078,13550,15843,
United Arab Emirates,SI3_AGG - MAMTAU - Automotive products,World,7725,12345,12915,12161,9949,11552,
United Arab Emirates,SI3_AGG - MATE - Textiles,World,1804,1892,1649,1687,1368,1831,
United Arab Emirates,SI3_AGG - MACL - Clothing,World,1456,2483,2751,2786,2215,3372,
United Kingdom,SI3_AGG - TO - Total merchandise,World,410856,440997,486439,460026,399529,470508,529435
United Kingdom,SI3_AGG - AG - Agricultural products,World,30554,31734,33468,33146,30066,31330,
United Kingdom,SI3_AGG - AGFO - Food,World,28118,29307,31070,31043,28308,28885,
United Kingdom,SI3_AGG - MI - Fuels and mining products,World,39335,51658,65103,57940,50780,68683,
United Kingdom,SI3_AGG - MIFU - Fuels,World,25742,35096,46427,39929,26151,37419,
United Kingdom,SI3_AGG - MA - Manufactures,World,313214,326127,338492,336315,276694,298686,
United Kingdom,SI3_AGG - MAIS - Iron and steel,World,4935,5556,6203,5521,4691,6016,
United Kingdom,SI3_AGG - MACH - Chemicals,World,68425,70708,70428,67438,66188,70148,
United Kingdom,SI3_AGG - MACHPH - Pharmaceuticals,World,33338,33297,31096,28498,26001,27686,
United Kingdom,SI3_AGG - MAMT - Machinery and transport equipment,World,161143,169546,177734,172596,137614,151294,
United Kingdom,SI3_AGG - MAMTOF - Office and telecom equipment,World,18186,19587,20055,19528,17337,17598,
United Kingdom,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,7119,7831,8508,8373,7518,7820,
United Kingdom,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8538,7812,7700,7851,6645,6432,
United Kingdom,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,2529,3944,3848,3304,3174,3346,
United Kingdom,SI3_AGG - MAMTTE - Transport equipment,World,80163,82164,83139,77455,56241,60334,
United Kingdom,SI3_AGG - MAMTAU - Automotive products,World,53050,55309,56486,51819,36971,41091,
United Kingdom,SI3_AGG - MATE - Textiles,World,3440,3755,3675,3587,3283,3227,
United Kingdom,SI3_AGG - MACL - Clothing,World,8396,8542,9027,8999,7953,5558,
United States of America,SI3_AGG - TO - Total merchandise,World,1451011,1546273,1663982,1643161,1424935,1754300,2064787
United States of America,SI3_AGG - AG - Agricultural products,World,164460,168588,171413,164803,170493,201572,
United States of America,SI3_AGG - AGFO - Food,World,135415,137807,138991,135950,143939,170395,
United States of America,SI3_AGG - MI - Fuels and mining products,World,129247,177683,238025,243141,201283,305067,
United States of America,SI3_AGG - MIFU - Fuels,World,93918,138966,192518,199591,154965,239634,
United States of America,SI3_AGG - MA - Manufactures,World,968926,1008054,1050445,1036401,915224,1079460,
United States of America,SI3_AGG - MAIS - Iron and steel,World,13569,15934,15305,13204,10859,15067,
United States of America,SI3_AGG - MACH - Chemicals,World,197260,206505,222221,224279,212346,269951,
United States of America,SI3_AGG - MACHPH - Pharmaceuticals,World,51218,46937,50563,55780,56030,80054,
United States of America,SI3_AGG - MAMT - Machinery and transport equipment,World,505941,527511,541004,534875,471473,538016,
United States of America,SI3_AGG - MAMTOF - Office and telecom equipment,World,139889,149581,151681,148450,140610,161053,
United States of America,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,46227,52705,55798,52796,46375,51515,
United States of America,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,50981,46825,44981,43030,36970,41252,
United States of America,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,42681,50051,50901,52624,57265,68285,
United States of America,SI3_AGG - MAMTTE - Transport equipment,World,161817,165646,166205,170884,136265,154244,
United States of America,SI3_AGG - MAMTAU - Automotive products,World,128046,134913,135473,139277,110388,125539,
United States of America,SI3_AGG - MATE - Textiles,World,13194,13623,13822,13359,11377,13122,
United States of America,SI3_AGG - MACL - Clothing,World,5709,5714,6046,5964,4835,6136,
Uruguay,SI3_AGG - TO - Total merchandise,World,7043,7888,7498,7680,6864,9541,11237
