Reporting Economy,Product/Sector,Year,Value
Cameroon,Fuels and mining products,2021,362.157
Canada,Fuels and mining products,2021,50771.57281
Cabo Verde,Fuels and mining products,2021,98.356
Cayman Islands,Fuels and mining products,2021,176.506932
Central African Republic,Fuels and mining products,2021,91.159521
Sri Lanka,Fuels and mining products,2021,3550.155319
Chile,Fuels and mining products,2021,15644.09666
China,Fuels and mining products,2021,789254.7818
Chinese Taipei,Fuels and mining products,2021,72050.69481
Colombia,Fuels and mining products,2021,4929.324196
Comoros,Fuels and mining products,2021,38.214863
Congo,Fuels and mining products,2021,122.154608
Democratic Republic of the Congo,Fuels and mining products,2021,755.880101
Costa Rica,Fuels and mining products,2021,2033.864462
Croatia,Fuels and mining products,2021,6556.329606
Cyprus,Fuels and mining products,2021,2105.87725
Czech Republic,Fuels and mining products,2021,19438.07614
Benin,Fuels and mining products,2021,453.145738
Denmark,Fuels and mining products,2021,10713.20598
Dominican Republic,Fuels and mining products,2021,4633.671512
Ecuador,Fuels and mining products,2021,5260.013735
El Salvador,Fuels and mining products,2021,2158.512545
Ethiopia,Fuels and mining products,2021,1351.723548
Estonia,Fuels and mining products,2021,4188.232567
Fiji,Fuels and mining products,2021,367.081798
Finland,Fuels and mining products,2021,20218.35032
France,Fuels and mining products,2021,90662.96374
French Polynesia,Fuels and mining products,2021,135.687
Gabon,Fuels and mining products,2021,179.79
Georgia,Fuels and mining products,2021,2168.201986
The Gambia,Fuels and mining products,2021,180.554877
Germany,Fuels and mining products,2021,202783.88
Ghana,Fuels and mining products,2021,170.603892
Kiribati,Fuels and mining products,2021,6.8317
Greece,Fuels and mining products,2021,23552.77227
Greenland,Fuels and mining products,2021,123.1301
Grenada,Fuels and mining products,2021,70.124226
Guatemala,Fuels and mining products,2021,4357.17048
Guinea,Fuels and mining products,2021,125.5941
Guyana,Fuels and mining products,2021,639.328063
Haiti,Fuels and mining products,2021,689.955
Honduras,Fuels and mining products,2021,1712.00081
"Hong Kong, China",Fuels and mining products,2021,24907.39257
Hungary,Fuels and mining products,2021,17355.44397
Iceland,Fuels and mining products,2021,1369.963544
India,Fuels and mining products,2021,201545.694
Indonesia,Fuels and mining products,2021,36804.58805
Iran,Fuels and mining products,2021,1433.600882
Iraq,Fuels and mining products,2021,7246.8831
Ireland,Fuels and mining products,2021,8675.053073
Israel,Fuels and mining products,2021,10565.516
Italy,Fuels and mining products,2021,105854.4348
Côte d'Ivoire,Fuels and mining products,2021,2588.07472
Jamaica,Fuels and mining products,2021,991.9036
Japan,Fuels and mining products,2021,227103.3589
Kazakhstan,Fuels and mining products,2021,2910.417985
Jordan,Fuels and mining products,2021,3106.514428
Kenya,Fuels and mining products,2021,3732.612525
"Korea, Republic of",Fuels and mining products,2021,190084.9959
"Kuwait, the State of",Fuels and mining products,2021,3888.7162
Kyrgyz Republic,Fuels and mining products,2021,879.841463
Lao People's Democratic Republic,Fuels and mining products,2021,907.467057
Lebanese Republic,Fuels and mining products,2021,4150.562438
Lesotho,Fuels and mining products,2021,325.9273
Latvia,Fuels and mining products,2021,2722.166232
Libya,Fuels and mining products,2021,3838.536462
Lithuania,Fuels and mining products,2021,8568.252189
Luxembourg,Fuels and mining products,2021,4211.816806
"Macao, China",Fuels and mining products,2021,701.208036
Madagascar,Fuels and mining products,2021,801.57606
Malawi,Fuels and mining products,2021,273.979547
Malaysia,Fuels and mining products,2021,44595.23984
Maldives,Fuels and mining products,2021,532.171972
Mali,Fuels and mining products,2021,1238.8953
Malta,Fuels and mining products,2021,1127.944228
Mauritania,Fuels and mining products,2021,1030.46583
Mauritius,Fuels and mining products,2021,954.776923
Mexico,Fuels and mining products,2021,56227.92655
Mongolia,Fuels and mining products,2021,1351.953282
"Moldova, Republic of",Fuels and mining products,2021,1050.553009
Montserrat,Fuels and mining products,2021,5.638992
Morocco,Fuels and mining products,2021,11142.6345
Mozambique,Fuels and mining products,2021,1558.53356
Oman,Fuels and mining products,2021,6791.174505
Namibia,Fuels and mining products,2021,3409.114113
Nepal,Fuels and mining products,2021,2936.785943
Netherlands,Fuels and mining products,2021,147262.2629
"Aruba, the Netherlands with respect to",Fuels and mining products,2021,71.416422
New Caledonia,Fuels and mining products,2021,569.84548
New Zealand,Fuels and mining products,2021,4995.492792
Nicaragua,Fuels and mining products,2021,1809.08397
Niger,Fuels and mining products,2021,234.7536
Nigeria,Fuels and mining products,2021,16744.31995
Norway,Fuels and mining products,2021,11695.88634
Palau,Fuels and mining products,2021,30.80966
Pakistan,Fuels and mining products,2021,22478.81353
Panama,Fuels and mining products,2021,1510.091457
Paraguay,Fuels and mining products,2021,1987.687479
Peru,Fuels and mining products,2021,7225.163821
Philippines,Fuels and mining products,2021,18323.48609
Poland,Fuels and mining products,2021,34212.41786
Portugal,Fuels and mining products,2021,14026.40847
Timor-Leste,Fuels and mining products,2021,301.018036
Qatar,Fuels and mining products,2021,1814.40301
Romania,Fuels and mining products,2021,12209.79325
Russian Federation,Fuels and mining products,2021,10811.90182
Rwanda,Fuels and mining products,2021,464.05284
Saint Kitts and Nevis,Fuels and mining products,2021,6.481328
Saint Lucia,Fuels and mining products,2021,91.593345
Saint Vincent and the Grenadines,Fuels and mining products,2021,48.223253
Sao Tomé and Principe,Fuels and mining products,2021,34.037601
"Saudi Arabia, Kingdom of",Fuels and mining products,2021,11836.6776
Senegal,Fuels and mining products,2021,2654.458151
Seychelles,Fuels and mining products,2021,49.1329
Sierra Leone,Fuels and mining products,2021,123.7501
Singapore,Fuels and mining products,2021,80816.14908
Slovak Republic,Fuels and mining products,2021,11214.67456
Viet Nam,Fuels and mining products,2021,30888.4222
Slovenia,Fuels and mining products,2021,7508.561155
South Africa,Fuels and mining products,2021,18190.91371
Zimbabwe,Fuels and mining products,2021,1500.848478
Spain,Fuels and mining products,2021,72299.57464
Sudan,Fuels and mining products,2021,782.821479
Suriname,Fuels and mining products,2021,144.829989
Eswatini,Fuels and mining products,2021,376.818846
Sweden,Fuels and mining products,2021,24452.99807
Switzerland,Fuels and mining products,2021,19386.46675
Syrian Arab Republic,Fuels and mining products,2021,384.6285
Tajikistan,Fuels and mining products,2021,819.895932
Thailand,Fuels and mining products,2021,54891.15726
Togo,Fuels and mining products,2021,564.581672
Tonga,Fuels and mining products,2021,41.4435
Trinidad and Tobago,Fuels and mining products,2021,634.511905
United Arab Emirates,Fuels and mining products,2021,45548.3424
Tunisia,Fuels and mining products,2021,4155.669019
Türkiye,Fuels and mining products,2021,78555.60736
Uganda,Fuels and mining products,2021,1223.914724
Ukraine,Fuels and mining products,2021,13867.06408
North Macedonia,Fuels and mining products,2021,2970.018069
Egypt,Fuels and mining products,2021,15241.45312
United Kingdom,Fuels and mining products,2021,104228.0991
Tanzania,Fuels and mining products,2021,2406.323174
United States of America,Fuels and mining products,2021,307855.5523
Burkina Faso,Fuels and mining products,2021,1388.192144
Uruguay,Fuels and mining products,2021,1596.027979
Uzbekistan,Fuels and mining products,2021,2449.067977
"Venezuela, Bolivarian Republic of",Fuels and mining products,2021,353.651
Samoa,Fuels and mining products,2021,60.623921
Yemen,Fuels and mining products,2021,682.9942
Serbia,Fuels and mining products,2021,4889.665199
Montenegro,Fuels and mining products,2021,405.95426
Zambia,Fuels and mining products,2021,1127.64132
European Union,Fuels and mining products,2021,987763.3695
European Union,Fuels and mining products,2021,407015.3191
European Union,Fuels and mining products,2021,580748.0504
